"ind_1_angle_L1.Y","ind_1_angle_L2.Y","ind_1_angle_L3.Y","ind_1_angle_IN23.Y","ind_2_angle_L1.Y","ind_2_angle_L2.Y","ind_2_angle_L3.Y","ind_2_angle_IN23.Y","ind_3_angle_L1.Y","ind_3_angle_L2.Y","ind_3_angle_L3.Y","ind_3_angle_IN23.Y","time","mean_L1.Y","mean_L2.Y","mean_L3.Y","mean_IN23.Y"
213.674646242664,141.341173223752,181.223044861819,172.11736222735,130.805473866767,213.56117889563,161.970843123048,175.806790036441,222.615386299712,160.482645292374,171.302743631512,192.060700497939,2023-12-12 18:00:00,189.031835469714,171.794999137252,171.49887720546,179.994950920577
227.438507463684,162.748124808377,167.443600870587,192.060700497939,222.839595328281,128.703788286381,187.372243767838,172.11736222735,128.994353295061,214.311232994127,161.542640599571,175.806790036441,2023-12-12 19:00:00,193.090818695675,168.587715362962,172.119495079332,179.994950920577
138.135250284963,200.177465376675,179.139857825145,175.806790036441,225.394037335071,159.742737040684,NA,192.060700497939,226.187861837946,133.720350305088,196.027948051748,172.11736222735,2023-12-12 20:00:00,196.57238315266,164.546850907482,187.583902938447,179.994950920577
212.958297716013,143.199760735166,179.036818097632,172.11736222735,130.805473866767,212.547065028333,161.809442727599,175.806790036441,221.388397485563,160.482645292374,171.302743631512,192.060700497939,2023-12-12 21:00:00,188.384056356114,172.076490351958,170.716334818914,179.994950920577
227.438507463684,164.243162848681,167.227619408758,192.060700497939,220.295558704217,130.75078136729,186.249523036672,172.11736222735,128.994353295061,214.311232994127,163.288977011447,175.806790036441,2023-12-12 22:00:00,192.242806487654,169.768392403366,172.255373152292,179.994950920577
138.135250284963,200.177465376675,179.139857825145,175.806790036441,225.394037335071,159.742737040684,NA,192.060700497939,226.187861837946,134.584180143343,193.901486251537,172.11736222735,2023-12-12 23:00:00,196.57238315266,164.834794186901,186.520672038341,179.994950920577
212.958297716013,143.151593371976,179.036818097632,172.11736222735,130.805473866767,211.370611334011,161.809442727599,175.806790036441,221.388397485563,160.482645292374,171.302743631512,192.060700497939,2023-12-13,188.384056356114,171.668283332787,170.716334818914,179.994950920577
227.438507463684,163.59995821769,168.867768281945,192.060700497939,220.295558704217,134.215146718324,185.84767096172,172.11736222735,128.994353295061,214.311232994127,163.288977011447,175.806790036441,2023-12-13 01:00:00,192.242806487654,170.708779310047,172.668138751704,179.994950920577
138.135250284963,200.177465376675,179.139857825145,175.806790036441,225.394037335071,159.742737040684,NA,192.060700497939,227.788740817098,136.251924528453,193.901486251537,172.11736222735,2023-12-13 02:00:00,197.106009479044,165.390708981937,186.520672038341,179.994950920577
212.365504500257,145.930909071161,179.036818097632,172.11736222735,130.805473866767,210.854238943052,161.809442727599,175.806790036441,221.388397485563,160.482645292374,171.302743631512,192.060700497939,2023-12-13 03:00:00,188.186458617529,172.422597768862,170.716334818914,179.994950920577
227.438507463684,163.59995821769,168.867768281945,192.060700497939,218.528181659188,134.215146718324,185.40432501925,172.11736222735,128.994353295061,214.345286178135,163.498148668155,175.806790036441,2023-12-13 04:00:00,191.653680805978,170.720130371383,172.59008065645,179.994950920577
138.7875727914,200.177465376675,178.958778580647,175.806790036441,225.394037335071,159.742737040684,NA,192.060700497939,227.788740817098,138.391059449216,193.488713859362,172.11736222735,2023-12-13 05:00:00,197.323450314523,166.103753955525,186.223746220004,179.994950920577
211.58053939476,145.930909071161,179.036818097632,172.11736222735,130.805473866767,208.59469589388,162.628423616811,175.806790036441,221.388397485563,160.482645292374,171.302743631512,192.060700497939,2023-12-13 06:00:00,187.924803582363,171.669416752472,170.989328448652,179.994950920577
227.438507463684,164.440507212611,168.867768281945,192.060700497939,218.528181659188,135.948259225356,184.101470523068,172.11736222735,128.994353295061,212.625121348183,165.621549986406,175.806790036441,2023-12-13 07:00:00,191.653680805978,171.00462926205,172.863596263806,179.994950920577
140.579503347906,200.103711591319,178.962213318297,175.806790036441,225.394037335071,159.742737040684,171.026435939972,192.060700497939,227.788740817098,138.391059449216,193.978619876636,172.11736222735,2023-12-13 08:00:00,197.920760500025,166.079169360406,181.322423044969,179.994950920577
211.58053939476,145.930909071161,179.036818097632,172.11736222735,131.890805596404,208.330599180587,164.233266952733,175.806790036441,221.388397485563,162.079093293006,171.302743631512,192.060700497939,2023-12-13 09:00:00,188.286580825575,172.113533848251,171.524276227292,179.994950920577
227.438507463684,164.440507212611,166.973774805834,192.060700497939,216.613827723663,137.796868345918,183.125076120424,172.11736222735,128.994353295061,211.768022346117,166.266759933573,175.806790036441,2023-12-13 10:00:00,191.01556282747,171.335132634882,172.121870286611,179.994950920577
140.579503347906,200.103711591319,178.962213318297,175.806790036441,225.394037335071,159.742737040684,170.90159096042,192.060700497939,227.788740817098,140.446355726566,194.034220225414,172.11736222735,2023-12-13 11:00:00,197.920760500025,166.764268119523,181.299341501377,179.994950920577
211.58053939476,145.930909071161,179.036818097632,172.11736222735,132.982382495847,207.505453471894,164.908931419188,175.806790036441,221.388397485563,162.079093293006,172.432203372132,192.060700497939,2023-12-13 12:00:00,188.650439792057,171.838485278687,172.125984296317,179.994950920577
227.438507463684,164.440507212611,164.534637004788,192.060700497939,216.613827723663,138.079590059241,182.060778813719,172.11736222735,128.994353295061,211.271628039475,168.538665394063,175.806790036441,2023-12-13 13:00:00,191.01556282747,171.263908437109,171.71136040419,179.994950920577
140.579503347906,201.779741937672,178.962213318297,175.806790036441,225.394037335071,159.742737040684,170.90159096042,192.060700497939,227.788740817098,140.751399775711,191.691566181938,172.11736222735,2023-12-13 14:00:00,197.920760500025,167.424626251356,180.518456820219,179.994950920577
212.057681081165,144.339253827944,179.036818097632,172.11736222735,132.982382495847,207.505453471894,165.285843083947,175.806790036441,221.388397485563,162.079093293006,172.139872032713,192.060700497939,2023-12-13 15:00:00,188.809487020858,171.307933530948,172.154177738098,179.994950920577
227.438507463684,164.440507212611,164.534637004788,192.060700497939,215.299685852709,138.079590059241,182.060778813719,172.11736222735,128.994353295061,209.2344437669,169.014741451839,175.806790036441,2023-12-13 16:00:00,190.577515537152,170.584847012917,171.870052423448,179.994950920577
139.990926241345,201.779741937672,177.647862927775,175.806790036441,225.394037335071,159.742737040684,170.90159096042,192.060700497939,226.7615229449,140.751399775711,190.824874507467,172.11736222735,2023-12-13 17:00:00,197.382162173772,167.424626251356,179.791442798554,179.994950920577
