track,frame_idx,instance.score,Base_AT.x,Base_AT.y,Base_AT.score,Leaf_1E.x,Leaf_1E.y,Leaf_1E.score,Leaf_2I.x,Leaf_2I.y,Leaf_2I.score,Leaf_3I.x,Leaf_3I.y,Leaf_3I.score,Leaf_4E.x,Leaf_4E.y,Leaf_4E.score
4,184,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,265,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,265,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1499.008782936009,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,265,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,265,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,346,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,346,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,346,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,346,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,426,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,426,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,426,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,426,,3108.821949760426,1408.9319133741465,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,507,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,507,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,507,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,507,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,588,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,588,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,588,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,588,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,667,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,667,,1514.0415231606748,1457.112590914925,,1181.9056424354721,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,667,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,667,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,748,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,748,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,748,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,748,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,828,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,828,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,828,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,828,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,909,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,909,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,909,,2540.289954779246,1428.204184390458,,2217.7902095621957,1346.800007975473,,2383.8504827013767,1271.3601113461946,,2539.7114178168104,1269.6358546933834,,2727.2914357677255,1323.2972067136852,
4,909,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1312.9984644800843,,3334.367972781529,1352.2056132381513,
1,990,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,990,,1514.041523160674,1457.112590914924,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,990,,2564.6909653970815,1435.989855497146,,2227.0427400069984,1360.5331106699732,,2410.098976478681,1294.126306687116,,2583.799798196849,1278.4091121673964,,2731.257289600275,1382.1993286889383,
4,990,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1071,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1071,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,1071,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2410.098976478681,1294.126306687116,,2583.799798196849,1278.4091121673964,,2731.257289600275,1382.1993286889383,
4,1071,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1151,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1151,,1514.0415231606748,1457.112590914925,,1186.7237101895498,1356.43614348363,,1319.0575090501834,1223.179433805416,,1503.8268506900877,1288.908125709695,,1614.3177845757546,1390.7501552707736,
3,1151,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2410.098976478681,1294.126306687116,,2583.799798196849,1278.4091121673964,,2731.257289600275,1382.1993286889383,
4,1151,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1231,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1231,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1619.1358523298322,1371.4778842544629,
3,1231,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2410.098976478681,1294.126306687116,,2583.799798196849,1278.4091121673964,,2731.257289600275,1382.1993286889383,
4,1231,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1312,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1312,,1514.0415231606748,1457.112590914925,,1162.6333714191614,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1609.499716821676,1371.4778842544629,
3,1312,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2405.2809087246023,1274.8540356708045,,2583.799798196849,1278.4091121673964,,2745.7114928625087,1334.0186511481606,
4,1312,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1392,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1392,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1609.499716821676,1371.4778842544629,
3,1392,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2405.2809087246023,1274.8540356708045,,2583.799798196849,1278.4091121673964,,2745.7114928625087,1334.0186511481606,
4,1392,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1473,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1473,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1609.499716821676,1371.4778842544629,
3,1473,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2405.2809087246023,1274.8540356708045,,2583.799798196849,1278.4091121673964,,2711.985018583964,1319.5644478859267,
4,1473,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1554,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1554,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1609.499716821676,1371.4778842544629,
3,1554,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2405.2809087246023,1274.8540356708045,,2583.799798196849,1278.4091121673964,,2711.985018583964,1319.5644478859267,
4,1554,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1635,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1635,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1609.499716821676,1371.4778842544629,
3,1635,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2405.2809087246023,1274.8540356708045,,2583.799798196849,1278.4091121673964,,2711.985018583964,1319.5644478859267,
4,1635,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1716,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1716,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1356.436143483631,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1609.499716821676,1371.4778842544629,
3,1716,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2405.2809087246023,1274.8540356708045,,2583.799798196849,1278.4091121673964,,2726.439221846198,1324.3825156400044,
4,1716,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2937.928274420323,1280.99624685435,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1774,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1774,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,1774,,2564.6909653970815,1440.8079232512227,,2227.0427400069984,1360.5331106699732,,2405.2809087246023,1274.8540356708045,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,1774,,3113.6400175145027,1413.7499811282241,,2844.139017592306,1293.8012626806185,,2933.1102066662443,1305.0865856247392,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1877,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1877,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,1877,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,1877,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,1957,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,1957,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,1957,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,1957,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2037,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,2037,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2037,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2037,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2118,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1376.2959520085387,
2,2118,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2118,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2118,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2199,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1041.29234629862,1293.7261934637736,,1127.6929414138967,1381.1140197626164,
2,2199,,1514.0415231606748,1457.112590914925,,1167.4514391732391,1361.2542112377087,,1290.1491025257174,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2199,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2199,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2279,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1060.5646173149307,1317.816532234162,,1127.6929414138967,1381.1140197626164,
2,2279,,1514.0415231606748,1457.112590914925,,1191.5417779436275,1385.344550008098,,1270.8768315094057,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2279,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2279,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2360,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1060.5646173149307,1317.816532234162,,1127.6929414138967,1381.1140197626164,
2,2360,,1514.0415231606748,1457.112590914925,,1191.5417779436275,1385.344550008098,,1270.8768315094057,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2360,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2360,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2441,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1060.5646173149307,1317.816532234162,,1127.6929414138967,1381.1140197626164,
2,2441,,1514.0415231606748,1457.112590914925,,1191.5417779436275,1385.344550008098,,1270.8768315094057,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2441,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2441,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2521,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1060.5646173149307,1317.816532234162,,1127.6929414138967,1381.1140197626164,
2,2521,,1514.0415231606748,1457.112590914925,,1191.5417779436275,1385.344550008098,,1270.8768315094057,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2521,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2521,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2601,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1060.5646173149307,1317.816532234162,,1127.6929414138967,1381.1140197626164,
2,2601,,1514.0415231606748,1457.112590914925,,1191.5417779436275,1385.344550008098,,1270.8768315094057,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2601,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2601,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2682,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1060.5646173149307,1317.816532234162,,1127.6929414138967,1381.1140197626164,
2,2682,,1514.0415231606748,1457.112590914925,,1191.5417779436275,1385.344550008098,,1270.8768315094057,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2682,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2682,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3329.549905027452,1352.2056132381513,
1,2762,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1060.5646173149307,1317.816532234162,,1127.6929414138967,1381.1140197626164,
2,2762,,1514.0415231606748,1457.112590914925,,1191.5417779436275,1385.344550008098,,1270.8768315094057,1223.179433805416,,1503.8268506900877,1288.908125709695,,1580.591310297209,1366.6598165003843,
3,2762,,2564.6909653970815,1440.8079232512227,,2198.1343334825324,1355.7150429158955,,2395.644773216447,1294.1263066871152,,2583.799798196849,1278.4091121673964,,2731.2572896002766,1285.837973607382,
4,2762,,3113.6400175145027,1413.7499811282241,,2824.8667465759954,1303.4373981887738,,2913.83793564993,1309.9046533788169,,3166.0602258469244,1293.7261934637736,,3334.367972781529,1352.2056132381513,
1,2843,,931.0553249172617,1413.749981128225,,767.5518155847813,1361.2542112377078,,895.0675466913362,1256.9059080839606,,1060.5646173149307,1317.816532234162,,1127.6929414138967,1381.1140197626164,
